IDPERSON,SEXO,INDINOM,ANONAC,ANOMUE,EDAD,EDADREC,IDNIVEDU,CONDALFA,ESTACIV,RELIGION,IDIOMA,OCUPACI0,ORGANIZA,OCUPACIO,SITUACIO,AGENTE,AGENTERC,UBIGEONA,DEPNAC,DEPNA0,UBIGEO,DEPHEC,DEPHE0,PROVHEC,DISTHEC,AREA,REGION,PERIODO,TESTIMON,CEDAP,CVR,COMISEDH,CNDDHH,CICR,DEFPUEB,DP_ONG
0000025975,2,1,#NULL!,1993,#NULL!,#NULL!,4,2,2,1,2,8,#NULL!,8,1,3,2,0301060001,03,2,0301060037,03,2,0301,030106,0,5,5,1,0,1,0,0,0,0,0
0000025978,2,2,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,2503010007,25,6,2503,250301,0,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000025987,2,1,#NULL!,1993,#NULL!,#NULL!,3,2,2,1,2,1,#NULL!,1,1,3,2,0301060037,03,2,0301060028,03,2,0301,030106,0,5,5,1,0,1,0,0,0,0,0
0000025988,2,1,1945,1987,42,5,#NULL!,#NULL!,2,1,2,5,3,8,1,3,2,0303040001,03,2,0303040001,03,2,0303,030304,0,#NULL!,3,1,0,1,0,0,0,0,0
0000025989,2,1,1960,1994,34,4,4,2,2,1,2,1,#NULL!,1,1,3,2,0501010000,05,1,0501020023,05,1,0501,050102,0,1,5,1,0,1,0,0,0,0,0
0000025993,2,2,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,2503010024,25,6,2503,250301,0,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000025994,2,1,1970,1992,22,3,4,2,1,2,2,9,#NULL!,9,1,1,1,0205030000,02,90,1502010001,15,10,1502,150201,1,6,4,1,0,1,0,0,0,0,0
0000026007,2,1,1979,1996,17,2,4,2,1,1,2,#NULL!,#NULL!,#NULL!,2,1,1,1005100001,10,5,1005040001,10,5,1005,100504,0,2,5,1,0,1,0,0,0,0,0
0000026013,2,1,1952,1989,37,4,5,2,2,1,2,11,#NULL!,11,1,7,4,0302160000,03,2,0509060007,05,1,0509,050906,0,1,4,1,0,1,0,0,0,0,0
0000026019,2,2,#NULL!,1989,#NULL!,#NULL!,5,2,2,1,2,11,#NULL!,11,1,7,4,0509060007,05,1,0509060007,05,1,0509,050906,0,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026024,2,1,1932,1983,51,6,3,2,2,1,2,1,#NULL!,1,1,3,2,0509110000,05,1,0509110000,05,1,0509,050911,0,1,2,1,0,1,0,0,0,0,0
0000026029,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026036,2,2,1923,1983,60,7,3,2,2,#NULL!,1,2,#NULL!,2,1,3,2,,,#NULL!,0505010000,05,1,0505,050501,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026038,2,1,1957,1991,34,4,3,2,2,1,1,1,#NULL!,1,1,3,2,2503010001,25,6,2503010008,25,6,2503,250301,0,2,4,1,0,1,0,0,0,0,0
0000026039,2,1,1967,1984,17,2,3,2,1,1,2,#NULL!,#NULL!,#NULL!,1,2,1,1501150000,15,10,0505010013,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000026040,2,1,1953,1986,33,4,4,2,2,1,2,1,#NULL!,1,1,3,2,0801080000,08,4,0802050000,08,4,0802,080205,0,5,3,1,0,1,0,0,0,0,0
0000026041,1,1,1969,1984,15,2,3,2,1,1,2,#NULL!,#NULL!,#NULL!,1,2,1,0505010013,05,1,0505010013,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000026043,1,1,1941,1986,45,5,3,2,2,1,2,#NULL!,#NULL!,#NULL!,1,3,2,0807050000,08,4,0802050041,08,4,0802,080205,0,5,3,1,0,1,0,0,0,0,0
0000026044,1,1,#NULL!,1984,#NULL!,#NULL!,3,2,1,1,2,#NULL!,#NULL!,#NULL!,1,2,1,0505010013,05,1,0505010013,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000026047,2,1,1966,1990,24,3,3,2,2,1,2,1,#NULL!,1,1,3,2,0802050064,08,4,0805080008,08,4,0805,080508,0,5,4,1,0,1,0,0,0,0,0
0000026048,1,1,1967,1984,17,2,3,2,1,1,2,#NULL!,#NULL!,#NULL!,1,2,1,0505010013,05,1,0505010013,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000026050,1,1,1969,1984,15,2,3,#NULL!,1,1,2,#NULL!,#NULL!,#NULL!,1,2,1,0505010013,05,1,0505010013,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000026060,2,1,1967,1984,17,2,3,2,1,1,2,#NULL!,#NULL!,#NULL!,1,2,1,0505010013,05,1,0505010013,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000026063,2,1,1930,1989,59,6,3,2,2,1,2,1,3,8,1,3,2,2102010000,21,8,2102010000,21,8,2102,210201,1,5,4,1,0,1,0,0,0,0,0
0000026079,2,1,1965,1985,20,3,3,2,1,1,1,1,#NULL!,1,2,7,4,1008020050,10,5,1006040001,10,5,1006,100604,1,2,2,1,0,1,0,0,0,0,0
0000026099,2,1,#NULL!,1995,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,8,1,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,5,1,0,1,0,0,0,0,0
0000026102,2,1,1968,1989,21,3,3,2,2,1,2,9,#NULL!,9,2,3,2,1203000000,12,9,0809100047,08,4,0809,080910,0,5,4,1,0,1,0,0,0,0,0
0000026105,2,1,1951,1990,39,4,3,2,2,1,1,1,#NULL!,1,1,3,2,1006040001,10,5,1006010000,10,5,1006,100601,1,2,4,1,0,1,0,0,0,0,0
0000026107,2,1,1945,1989,44,5,3,2,2,1,2,1,#NULL!,1,2,7,4,0501010000,05,1,1206060101,12,9,1206,120606,0,3,4,1,0,1,0,0,0,0,0
0000026113,2,1,1964,1989,25,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,1206060101,12,9,1206,120606,0,3,4,1,0,1,0,0,0,0,0
0000026116,2,1,1958,1986,28,3,4,2,2,1,2,5,#NULL!,5,1,3,2,2102010000,21,8,2102150000,21,8,2102,210215,0,5,3,1,0,1,0,0,0,0,0
0000026139,2,2,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026140,2,1,1967,1989,22,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,3,,,#NULL!,2205040001,22,7,2205,220504,0,2,4,2,0,1,0,1,0,0,0
0000026175,2,1,1965,1995,30,4,#NULL!,#NULL!,2,1,2,1,3,8,1,3,2,0901090014,09,3,0901090014,09,3,0901,090109,0,3,5,4,0,1,0,0,0,0,0
0000026185,2,1,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,1602010000,16,90,1602,160201,1,2,4,2,0,1,0,0,0,0,0
0000026187,2,1,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,3,,,#NULL!,1602010000,16,90,1602,160201,1,2,4,2,0,1,0,0,0,0,0
0000026202,2,2,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505050061,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026204,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050061,05,1,0505,050505,0,1,2,1,1,1,0,0,0,0,0
0000026205,2,3,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0306040000,03,2,0306,030604,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026207,2,1,1935,1986,51,6,4,2,2,1,2,1,#NULL!,1,1,3,2,0801010000,08,4,0802050068,08,4,0802,080205,0,5,3,1,0,1,0,0,0,0,0
0000026209,2,2,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,1204190011,12,9,1204,120419,0,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026210,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050061,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026211,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050061,05,1,0505,050505,0,1,2,1,1,1,0,0,0,0,0
0000026213,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050061,05,1,0505,050505,0,1,2,1,1,1,0,0,0,0,0
0000026216,2,1,1964,1986,22,3,4,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,0802050000,08,4,0802050068,08,4,0802,080205,0,5,3,1,0,1,0,0,0,0,0
0000026218,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050061,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026222,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050061,05,1,0505,050505,0,1,2,1,1,1,0,0,0,0,0
0000026223,2,3,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0218080000,02,90,0218,021808,1,#NULL!,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026224,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050061,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026225,2,3,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0218080000,02,90,0218,021808,1,#NULL!,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026227,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050061,05,1,0505,050505,0,1,2,1,0,1,0,0,0,0,0
0000026231,1,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050061,05,1,0505,050505,0,1,2,1,0,1,0,0,0,0,0
0000026235,2,2,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026236,2,2,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026237,2,2,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0300000000,03,2,0300,030000,0,#NULL!,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026239,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,0505050000,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026241,1,2,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026243,1,1,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,0,1,0,0,0,0,0
0000026248,2,2,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050000,05,1,0505,050505,0,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026249,2,1,1971,1989,18,2,3,2,1,1,1,1,#NULL!,1,1,3,2,1202060000,12,9,1206010087,12,9,1206,120601,1,3,4,1,0,1,0,0,0,0,0
0000026256,1,2,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026258,2,1,1971,1989,18,2,3,2,1,1,1,1,#NULL!,1,1,10,5,1202090000,12,9,1202090019,12,9,1202,120209,0,3,4,1,0,1,0,0,0,0,0
0000026259,1,1,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,0,1,0,0,0,0,0
0000026261,1,1,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,0,1,0,0,0,0,0
0000026264,1,1,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,0,1,0,0,0,0,0
0000026267,2,2,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,2102090000,21,8,2102,210209,0,5,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026268,2,1,1963,1991,28,3,3,2,2,1,1,#NULL!,#NULL!,#NULL!,1,2,1,1202090000,12,9,1202090007,12,9,1202,120209,0,3,4,1,0,1,0,0,0,0,0
0000026270,1,2,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026275,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,1202090005,12,9,1202,120209,0,3,4,1,0,1,0,0,0,0,0
0000026278,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,1202090005,12,9,1202,120209,0,3,4,1,0,1,0,0,0,0,0
0000026279,2,1,1929,1984,55,6,3,2,2,1,#NULL!,1,#NULL!,1,1,3,2,0505020000,05,1,0505020056,05,1,0505,050502,0,1,2,1,0,1,0,0,0,0,0
0000026281,1,2,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026282,2,1,#NULL!,1992,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0901100000,09,3,0901,090110,0,3,4,1,0,1,0,0,0,0,0
0000026283,1,1,#NULL!,1992,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000026284,2,1,#NULL!,1992,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0901010015,09,3,0901,090101,1,3,4,1,0,1,0,0,0,0,0
0000026285,1,1,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,0,1,0,1,0,0,0
0000026286,2,1,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,1,1,0,0,0,0,0
0000026288,2,1,1956,1984,28,3,4,2,2,1,2,3,16,8,2,1,1,0505020056,05,1,0505020056,05,1,0505,050502,0,1,2,1,0,1,0,0,0,0,0
0000026289,1,3,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026290,2,1,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,3,1,0,1,0,1,0,1,0
0000026292,2,1,1963,1984,21,3,4,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,0505020056,05,1,0505020056,05,1,0505,050502,0,1,2,1,0,1,0,0,0,0,0
0000026294,2,2,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026295,2,1,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,3,1,1,1,0,0,0,0,0
0000026296,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,2,1,0,1,0,0,0,0,0
0000026298,2,1,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,3,1,0,1,0,1,0,1,0
0000026300,2,1,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,3,1,1,1,0,0,0,0,0
0000026302,2,1,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,3,2,0,1,0,0,0,0,0
0000026307,1,1,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505050051,05,1,0505,050505,0,1,3,1,1,1,0,0,0,1,0
0000026311,2,1,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,3,1,0,1,0,0,0,0,0
0000026312,2,2,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000026313,2,1,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,10,5,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,3,1,0,1,0,0,0,0,0
0000026314,2,1,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,3,1,0,1,0,0,0,0,0
0000026315,2,1,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,3,1,0,1,0,0,0,0,0
0000026316,2,1,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,3,1,0,1,0,0,0,0,0
0000026317,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000026318,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000026320,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,4,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000026321,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000026323,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000026325,2,1,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,4,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000026326,2,1,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000026328,2,1,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000026329,2,1,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,4,,,#NULL!,0901010000,09,3,0901,090101,1,3,4,1,0,1,0,0,0,0,0
0000026332,2,1,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,4,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000026353,2,1,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0907010000,09,3,0907,090701,1,3,4,1,0,1,0,0,0,0,0
0000026372,2,1,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,1602010118,16,90,1602,160201,1,2,4,2,0,1,0,0,0,0,0
0000026374,2,1,1967,1992,25,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,1602010000,16,90,1602,160201,1,2,4,2,0,1,0,0,0,0,0
0000026375,2,1,#NULL!,1992,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,2,0,1,0,0,0,0,0
0000026376,2,1,1955,1992,37,4,4,2,2,1,1,1,#NULL!,1,1,4,3,0601000000,06,90,1602020007,16,90,1602,160202,0,2,4,3,0,1,0,1,0,0,0
