IDPERSON,SEXO,INDINOM,ANONAC,ANOMUE,EDAD,EDADREC,IDNIVEDU,CONDALFA,ESTACIV,RELIGION,IDIOMA,OCUPACI0,ORGANIZA,OCUPACIO,SITUACIO,AGENTE,AGENTERC,UBIGEONA,DEPNAC,DEPNA0,UBIGEO,DEPHEC,DEPHE0,PROVHEC,DISTHEC,AREA,REGION,PERIODO,TESTIMON,CEDAP,CVR,COMISEDH,CNDDHH,CICR,DEFPUEB,DP_ONG
0000002807,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060004,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000002808,1,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060004,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000002810,1,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060004,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000002813,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060004,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000002814,2,2,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060004,05,1,0504,050406,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002815,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060004,05,1,0504,050406,0,1,2,2,0,1,0,0,0,0,0
0000002819,1,1,1941,1989,48,5,1,1,2,1,2,1,#NULL!,1,1,3,2,1201050012,12,9,1201050012,12,9,1201,120105,0,3,4,1,0,1,0,0,0,0,0
0000002825,2,3,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,1201160000,12,9,1201,120116,0,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002829,2,1,1941,1990,49,5,5,2,2,1,1,7,6,8,1,3,2,1209050001,12,9,1209050000,12,9,1209,120905,0,3,4,3,0,1,0,0,0,0,0
0000002832,2,1,1959,1990,31,4,5,2,2,1,2,1,3,8,1,3,2,1209050001,12,9,1209050001,12,9,1209,120905,0,3,4,3,0,1,0,0,0,0,0
0000002834,2,1,1966,1990,24,3,5,2,1,1,1,11,#NULL!,11,1,1,1,1208050001,12,9,1201140001,12,9,1201,120114,1,3,4,2,0,1,0,0,0,1,0
0000002839,2,1,1951,1986,35,4,1,#NULL!,2,1,2,5,#NULL!,5,1,3,2,0504020024,05,1,0504020024,05,1,0504,050402,0,1,3,1,0,1,0,0,0,0,0
0000002841,2,2,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504020024,05,1,0504,050402,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002845,1,1,1983,1994,11,2,1,2,1,1,1,#NULL!,#NULL!,#NULL!,1,3,2,2006010000,20,90,1206060000,12,9,1206,120606,0,3,5,1,0,1,0,0,0,0,0
0000002848,2,1,1981,1994,13,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,2006010000,20,90,1206060000,12,9,1206,120606,0,3,5,1,0,1,0,0,0,0,0
0000002850,2,1,1977,1990,13,2,3,2,#NULL!,1,1,#NULL!,#NULL!,#NULL!,2,3,2,2006010000,20,90,1206060000,12,9,1206,120606,0,3,4,1,0,1,0,0,0,0,0
0000002851,1,1,1975,1990,15,2,4,2,1,1,1,#NULL!,#NULL!,#NULL!,2,3,2,2006010000,20,90,0500000000,05,1,0500,050000,0,1,4,1,0,1,0,0,0,0,0
0000002852,2,1,1951,1993,42,5,4,2,2,1,1,#NULL!,#NULL!,#NULL!,1,3,2,2006010000,20,90,1206000000,12,9,1206,120600,0,3,5,1,0,1,0,0,0,0,0
0000002855,1,1,#NULL!,1996,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,1206060000,12,9,1206,120606,0,3,5,1,0,1,0,0,0,0,0
0000002857,2,1,1977,1996,19,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,1206060000,12,9,1206,120606,0,3,5,1,0,1,0,0,0,0,0
0000002858,2,1,1956,1989,33,4,4,2,2,1,1,2,#NULL!,2,2,1,1,1510300000,15,10,1209010000,12,9,1209,120901,1,3,4,1,0,1,0,0,0,0,0
0000002861,2,1,1943,1991,48,5,5,2,2,1,1,5,#NULL!,5,1,3,2,1501010000,15,10,1202100000,12,9,1202,120210,0,3,4,3,0,1,0,0,0,0,0
0000002862,2,1,1962,1989,27,3,4,2,2,1,1,2,#NULL!,2,2,1,1,1510300000,15,10,1209010000,12,9,1209,120901,1,3,4,1,0,1,0,0,0,0,0
0000002863,2,1,1949,1991,42,5,5,2,2,1,1,8,13,8,1,3,2,1202100012,12,9,1202100000,12,9,1202,120210,0,3,4,2,0,1,0,0,0,0,0
0000002867,2,1,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002869,2,1,1941,1990,49,5,5,2,2,1,2,8,9,8,1,3,2,1207080000,12,9,1207080000,12,9,1207,120708,0,3,4,7,0,1,0,0,0,0,0
0000002870,2,2,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,1203040018,12,9,1203,120304,0,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002873,1,1,1942,1983,41,5,#NULL!,#NULL!,2,1,2,4,#NULL!,4,1,3,2,1206050001,12,9,1206050001,12,9,1206,120605,0,3,2,1,0,1,0,0,0,0,0
0000002875,2,1,1937,1990,53,6,3,2,2,1,2,2,#NULL!,2,1,3,2,1207080001,12,9,1207080001,12,9,1207,120708,0,3,4,6,0,1,0,0,0,0,0
0000002879,2,1,1928,1989,61,7,3,2,2,1,2,9,#NULL!,9,1,1,1,1201260000,12,9,1201260000,12,9,1201,120126,0,3,4,2,0,1,0,0,0,0,0
0000002881,2,1,1960,1984,24,3,4,2,1,1,2,#NULL!,#NULL!,#NULL!,2,2,1,0905090000,09,3,0905030000,09,3,0905,090503,0,3,2,1,0,1,0,0,0,0,0
0000002884,2,1,1919,1990,71,8,4,2,2,1,2,8,2,8,1,3,2,1207080001,12,9,1207080000,12,9,1207,120708,0,3,4,8,0,1,0,0,0,0,0
0000002885,2,1,1924,1990,66,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,12,8,1,3,2,,,#NULL!,1207080000,12,9,1207,120708,0,3,4,7,0,1,0,0,0,0,0
0000002888,2,1,1947,1983,36,4,3,2,2,1,#NULL!,8,3,8,2,1,1,0511040029,05,1,0511040029,05,1,0511,051104,0,1,2,2,0,1,0,0,0,0,0
0000002898,2,1,1920,1989,69,7,3,2,2,1,2,1,#NULL!,1,1,3,2,1201200001,12,9,1201200001,12,9,1201,120120,0,3,4,2,0,1,0,0,0,0,0
0000002903,2,1,1936,1987,51,6,4,2,2,1,2,5,#NULL!,5,1,3,2,1209070000,12,9,1202140002,12,9,1202,120214,0,3,3,3,0,1,0,0,0,0,0
0000002905,2,1,1939,1989,50,6,3,2,2,2,2,1,#NULL!,1,1,3,2,1202140005,12,9,1202140005,12,9,1202,120214,0,3,4,2,0,1,0,0,0,0,0
0000002914,2,2,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,1202140002,12,9,1202,120214,0,3,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002916,1,3,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0510070003,05,1,0510,051007,0,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002921,2,1,1963,1988,25,3,3,2,2,1,1,6,#NULL!,6,1,3,2,1202140002,12,9,1202140002,12,9,1202,120214,0,3,3,4,0,1,0,0,0,0,0
0000002922,1,2,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0501010001,05,1,0501,050101,1,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002924,1,3,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0510010000,05,1,0510,051001,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002932,2,1,1963,1989,26,3,3,2,2,1,1,8,#NULL!,8,2,3,2,1510180013,15,10,1510180013,15,10,1510,151018,0,#NULL!,4,1,0,1,0,0,0,0,0
0000002933,2,1,1972,1992,20,3,3,2,#NULL!,1,2,12,#NULL!,12,1,5,1,1201240010,12,9,1201330006,12,9,1201,120133,0,3,4,1,0,1,0,0,0,1,0
0000002940,1,3,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,1202120001,12,9,1202,120212,0,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002944,2,1,1963,1989,26,3,5,2,2,1,1,1,3,8,1,3,2,1202140000,12,9,1202140001,12,9,1202,120214,0,3,4,6,0,1,0,0,0,0,0
0000002951,2,1,1966,1988,22,3,4,2,2,1,1,3,#NULL!,3,2,3,2,1202140000,12,9,1202140014,12,9,1202,120214,0,3,3,6,0,1,0,0,0,1,0
0000002952,2,1,1965,1989,24,3,5,2,2,1,1,3,#NULL!,3,2,3,2,1202140001,12,9,1202140001,12,9,1202,120214,0,3,4,6,0,1,0,0,0,1,0
0000002953,2,1,#NULL!,1989,#NULL!,#NULL!,4,2,2,1,1,8,#NULL!,8,2,3,2,1209020014,12,9,1202140001,12,9,1202,120214,0,3,4,6,0,1,0,0,0,1,0
0000002956,2,1,1938,1994,56,6,4,2,2,1,2,1,#NULL!,1,2,1,1,1201110000,12,9,1201110000,12,9,1201,120111,0,3,5,2,0,1,0,0,0,1,0
0000002959,2,1,1959,1985,26,3,4,2,2,1,1,2,#NULL!,2,1,1,1,0905090033,09,3,0905090033,09,3,0905,090509,0,3,2,2,0,1,0,0,0,0,0
0000002961,2,2,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504030000,05,1,0504,050403,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002963,2,1,1957,1990,33,4,3,2,2,1,1,1,#NULL!,1,2,1,1,1006000000,10,5,1006040011,10,5,1006,100604,1,2,4,2,0,1,0,0,0,1,0
0000002964,2,2,#NULL!,1992,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,1201110002,12,9,1201,120111,0,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002966,2,1,1967,1988,21,3,3,2,2,1,1,1,#NULL!,1,1,3,2,1006040011,10,5,1006040011,10,5,1006,100604,1,2,3,1,0,1,0,0,0,0,0
0000002967,2,1,1951,1991,40,5,4,2,2,1,2,8,#NULL!,8,1,4,3,1201130008,12,9,1209080001,12,9,1209,120908,0,3,4,1,0,1,0,0,0,0,0
0000002974,2,1,1982,1984,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0510100000,05,1,0510,051010,0,1,2,1,0,1,0,0,0,0,0
0000002975,2,1,1966,1984,18,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0510100000,05,1,0510,051010,0,1,2,1,0,1,0,0,0,0,0
0000002977,2,1,1980,1984,4,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,0501040000,05,1,0501040000,05,1,0501,050104,1,1,2,2,0,1,0,0,0,0,0
0000002979,2,1,1978,1984,6,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,0501040000,05,1,0501040000,05,1,0501,050104,1,1,2,2,0,1,0,0,0,0,0
0000002993,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0511040029,05,1,0511,051104,0,1,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000002994,2,1,#NULL!,1984,#NULL!,#NULL!,4,2,2,1,2,1,#NULL!,1,2,1,1,0504050031,05,1,0504050031,05,1,0504,050405,0,1,2,2,0,1,0,0,0,1,0
0000002997,2,1,1932,1983,51,6,4,2,2,1,2,8,#NULL!,8,1,3,2,0504050031,05,1,0504050031,05,1,0504,050405,0,1,2,4,0,1,0,0,0,0,0
0000002998,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0504050031,05,1,0504,050405,0,1,2,1,0,1,0,0,0,1,0
0000003002,2,1,1932,1984,52,6,3,#NULL!,2,2,2,2,#NULL!,2,2,3,2,0502020039,05,1,0502020039,05,1,0502,050202,0,1,2,1,0,1,0,0,0,0,0
0000003003,2,1,1964,1984,20,3,3,2,2,2,2,2,#NULL!,2,2,3,2,0502020039,05,1,0502020039,05,1,0502,050202,0,1,2,1,0,1,0,0,0,0,0
0000003006,2,1,1966,1983,17,2,4,2,2,2,1,9,#NULL!,9,2,1,1,1501010001,15,10,0504070000,05,1,0504,050407,0,1,2,4,0,1,1,1,0,1,0
0000003007,2,1,1940,1990,50,6,4,2,2,2,1,3,#NULL!,3,1,3,2,1301000000,13,90,0504070000,05,1,0504,050407,0,1,4,4,0,1,0,0,0,0,0
0000003008,1,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0504070000,05,1,0504,050407,0,1,2,1,0,1,1,0,0,1,1
0000003010,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0504070000,05,1,0504,050407,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003016,2,1,1957,1992,35,4,4,2,2,1,2,9,5,8,1,3,2,1202140002,12,9,1202140002,12,9,1202,120214,0,3,4,1,0,1,0,0,0,0,0
0000003020,2,1,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0511010007,05,1,0511,051101,0,1,4,1,0,1,0,0,0,0,0
0000003021,2,1,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0511010000,05,1,0511,051101,0,1,3,1,0,1,0,0,0,0,0
0000003025,2,2,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003026,2,1,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,0,1,0,0,0,0,0
0000003034,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501090000,05,1,0501,050109,0,1,2,2,0,1,0,0,0,0,0
0000003035,2,1,1959,1984,25,3,3,2,2,1,2,1,#NULL!,1,1,3,2,0501090017,05,1,0501090017,05,1,0501,050109,0,1,2,4,0,1,0,0,0,0,0
0000003036,2,1,1958,1983,25,3,3,2,2,2,3,8,#NULL!,8,1,3,2,0501140140,05,1,0501140140,05,1,0501,050114,0,1,2,2,0,1,0,0,0,0,0
0000003038,2,1,1959,1984,25,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0501040014,05,1,0501,050104,1,1,2,2,0,1,0,0,0,1,0
0000003041,2,1,1953,1987,34,4,4,2,2,1,1,5,#NULL!,5,1,1,1,1209060000,12,9,1202110000,12,9,1202,120211,1,3,3,1,0,1,0,0,0,0,0
0000003045,2,1,1937,1985,48,5,#NULL!,#NULL!,2,1,2,2,#NULL!,2,1,3,2,1202140002,12,9,2210050000,22,7,2210,221005,1,2,2,1,0,1,0,0,0,0,0
0000003047,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0504060000,05,1,0504,050406,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003050,2,3,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0502020001,05,1,0502,050202,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003051,2,3,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0502020001,05,1,0502,050202,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003060,2,2,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504010000,05,1,0504,050401,1,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003070,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504050000,05,1,0504,050405,0,1,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003071,1,2,1948,1984,36,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504050020,05,1,0504,050405,0,1,2,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003073,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0501100000,05,1,0501,050110,1,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003075,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,#NULL!,5,2,1,1,,,#NULL!,0501100000,05,1,0501,050110,1,1,2,1,0,1,1,0,0,1,0
0000003077,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0501100000,05,1,0501,050110,1,1,2,1,0,1,1,0,0,1,0
0000003078,2,3,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,1201010000,12,9,1201,120101,1,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003079,1,3,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003080,2,1,#NULL!,1982,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,0903020000,09,3,0903,090302,0,1,1,1,0,1,0,0,0,0,0
0000003085,2,1,1961,1989,28,3,3,2,2,1,2,2,#NULL!,2,1,3,2,0501140066,05,1,0501140066,05,1,0501,050114,0,1,4,4,0,1,0,0,0,0,0
0000003088,2,1,1967,1989,22,3,5,2,1,1,2,11,#NULL!,11,1,3,2,0501140066,05,1,0501140066,05,1,0501,050114,0,1,4,4,0,1,0,0,0,0,0
0000003090,2,1,1973,1989,16,2,3,2,1,2,2,#NULL!,#NULL!,#NULL!,1,3,2,0501010032,05,1,0501140066,05,1,0501,050114,0,1,4,3,0,1,0,0,0,0,0
0000003091,2,1,1965,1992,27,3,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,1,1,,,#NULL!,1200000000,12,9,1200,120000,0,3,4,2,0,1,1,1,0,1,0
0000003093,2,1,1969,1992,23,3,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,7,4,1205040000,12,9,1201000000,12,9,1201,120100,0,3,4,2,0,1,1,1,0,1,0
0000003094,1,1,1968,1992,24,3,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,7,4,,,#NULL!,1201010000,12,9,1201,120101,1,3,4,2,0,1,1,0,0,0,0
0000003095,2,1,1972,1992,20,3,5,2,1,1,1,11,#NULL!,11,2,1,1,1201260001,12,9,1201260001,12,9,1201,120126,0,3,4,3,0,1,0,0,0,1,0
0000003096,1,1,1970,1992,22,3,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,1,1,,,#NULL!,1201010000,12,9,1201,120101,1,3,4,1,0,1,1,1,0,1,0
0000003097,1,1,1969,1992,23,3,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,1,5,1,,,#NULL!,1201340000,12,9,1201,120134,0,3,4,1,0,1,1,1,0,0,0
0000003099,2,2,1963,1992,29,3,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,7,4,,,#NULL!,1201010000,12,9,1201,120101,1,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003101,2,1,1966,1992,26,3,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,1,1,1,,,#NULL!,1201010000,12,9,1201,120101,1,3,4,1,0,1,1,1,0,1,1
0000003103,2,1,#NULL!,1992,#NULL!,#NULL!,4,2,1,1,1,9,#NULL!,9,2,1,1,1201140005,12,9,1201140005,12,9,1201,120114,1,3,4,5,0,1,1,1,0,1,0
0000003106,1,1,1967,1992,25,3,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,1,5,1,,,#NULL!,1201010000,12,9,1201,120101,1,3,4,1,0,1,1,1,0,1,0
0000003108,2,1,#NULL!,1992,#NULL!,#NULL!,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,7,4,,,#NULL!,1201000000,12,9,1201,120100,0,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003109,1,1,#NULL!,1992,#NULL!,#NULL!,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,1,1,,,#NULL!,1201010000,12,9,1201,120101,1,3,4,2,0,1,1,0,0,1,0
0000003110,1,1,1975,1992,17,2,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,1,1,,,#NULL!,1201010000,12,9,1201,120101,1,3,4,2,0,1,1,0,0,1,0
0000003111,2,1,1969,1993,24,3,5,2,#NULL!,1,1,11,11,8,2,1,1,1208050000,12,9,1201140000,12,9,1201,120114,1,3,5,4,0,1,1,1,0,1,0
0000003112,1,1,1972,1993,21,3,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,7,4,,,#NULL!,1201010000,12,9,1201,120101,1,3,5,2,0,1,0,0,0,0,0
0000003113,2,1,1975,1993,18,2,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,1,1,,,#NULL!,1201010000,12,9,1201,120101,1,3,5,2,0,1,0,0,0,0,0
0000003114,2,1,1966,1993,27,3,5,2,1,1,1,11,#NULL!,11,1,1,1,1204010001,12,9,1204080001,12,9,1204,120408,0,3,5,3,0,1,0,1,0,0,0
0000003115,2,1,#NULL!,1993,#NULL!,#NULL!,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,3,2,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,5,2,0,1,0,0,0,0,0
0000003116,2,1,1977,1993,16,2,5,2,#NULL!,#NULL!,#NULL!,11,#NULL!,11,2,7,4,,,#NULL!,1201000000,12,9,1201,120100,0,3,5,2,0,1,0,0,0,0,0
0000003128,2,3,#NULL!,1995,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,1201010000,12,9,1201,120101,1,3,5,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003130,1,1,1928,1984,56,6,1,1,4,1,2,#NULL!,#NULL!,#NULL!,1,3,2,0501090001,05,1,0501090001,05,1,0501,050109,0,1,2,1,0,1,0,0,0,0,0
0000003137,2,1,1931,1986,55,6,4,2,2,1,2,8,#NULL!,8,1,1,1,0511010004,05,1,0511010004,05,1,0511,051101,0,1,3,5,0,1,0,1,0,0,0
0000003146,1,3,#NULL!,1993,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,5,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
